subject,reaction_time
subject1,407.90861071474535
subject1,481.35727046143205
subject1,402.75603985691953
subject1,453.5248064574218
subject1,444.30653214113056
subject1,481.98415670071347
subject1,503.1036617210384
subject1,453.8324798555476
subject1,421.28231731789936
subject1,442.6860094401591
subject1,504.7803724916683
subject1,448.81429096566944
subject1,460.04372759667706
subject1,412.21166233072603
subject1,437.71268487770845
subject1,499.3098059340417
subject1,477.1258824399019
subject1,469.2874145934736
subject1,451.31770430628666
subject1,441.93928296856325
subject1,444.5285760960702
subject1,455.4252657148699
subject1,481.12133633929164
subject1,417.79218592040496
subject1,425.41066620471497
subject1,429.72363932306035
subject1,426.090737431636
subject1,445.08937290780295
subject1,495.8999769373482
subject1,473.58381283959665
subject1,438.69680710124027
subject1,454.80583321112397
subject1,416.8161069290044
subject1,506.00611165702037
subject1,469.7319680731
subject1,427.7497665548046
subject1,443.129108493713
subject1,461.1252014172099
subject1,486.0178612422353
subject2,430.7981671319678
subject2,462.7596599403898
subject2,456.10962611100484
subject2,460.35796309805295
subject2,509.9917109779779
subject2,441.3227961165472
subject2,461.6620954577142
subject2,468.92037347769445
subject2,394.53514849567335
subject2,399.85029646350586
subject2,471.5250528739824
subject2,483.4711976831405
subject2,445.99127936089246
subject2,394.6633548741771
subject2,460.8341667598803
subject2,448.6107549610584
subject2,446.69667027846606
subject2,466.9471641961861
subject2,506.78420349939694
subject2,485.9226142747716
subject2,498.5218863809474
subject2,512.7685338631219
subject2,475.42983006557563
subject2,447.02785209754643
subject2,453.77430146883194
subject2,470.80895878352237
subject2,497.5034339454158
subject2,456.39458966455084
subject2,401.23242066409534
subject2,470.7348115985223
subject2,474.83972552485733
subject2,464.8543450970462
subject2,452.66250546310374
subject2,501.3307522523281
subject2,449.54932095361806
subject2,476.17486603264683
subject2,478.60687667333707
subject2,449.2463357495017
subject2,469.48386250206966
subject2,502.24011854066345
subject2,465.63779728816195
subject2,478.93294583334176
subject2,481.3713674349754
subject2,444.1873189373792
subject2,445.61193263468994
subject2,450.14998672754626
subject2,490.20464329149144
subject2,475.97887244876415
subject2,461.08575333763616
subject2,492.94919889426427
subject2,493.7899519571015
subject2,445.6269760951768
subject2,490.40400541704173
subject2,465.996022965639
subject2,489.37391157542277
subject2,455.4141912202421
subject2,444.8035256558651
subject2,466.1477594665542
subject2,509.56031210970133
subject2,404.1485263026683
subject2,478.53773226984777
subject2,469.0135401403624
subject2,485.6118876474939
subject2,472.57418916588597
subject2,490.5866213779715
subject2,428.42939207112295
subject2,452.8394384244231
subject2,455.2007246411914
subject2,504.0654925353759
subject2,466.37816660538965
subject2,450.0285113333671
subject2,505.3702384172146
subject2,445.91755935338057
subject2,452.9302992897555
subject2,470.4500915573124
subject2,449.714212010806
subject2,500.6411715206625
subject2,458.2593847263309
subject2,460.18143983572514
subject2,478.95375202738825
subject2,492.6308541853381
subject2,453.43363981414865
subject2,494.3893332327929
subject2,464.64573376191703
subject2,495.98384477310077
subject2,461.2029624773144
subject2,465.22382193666743
subject2,456.0986349023572
subject2,482.9764581492274
subject2,442.46538571389436
subject2,506.61064853936415
subject2,487.63142427819633
subject2,499.8829182547663
subject2,462.30087969481383
subject2,481.37154101844607
subject2,484.72667597459434
subject2,462.1689978633644
subject2,492.63942755633616
subject2,495.65544804749584
subject2,458.9736985296689
subject2,413.8363178716228
subject2,481.52889478064446
subject2,460.5371628666721
subject2,445.58567634902124
subject2,456.9909860146436
subject2,459.0821688428507
subject2,449.08456957389336
subject2,469.01045918037363
subject2,447.91551333065706
subject2,462.79436414976004
subject2,481.662006153415
subject2,442.8693259858068
subject2,420.7180152366849
subject2,477.50613170559643
subject2,504.15422839687216
subject2,472.27066127089984
subject2,432.1305788774453
subject2,442.8385285038709
subject2,450.56405420708995
subject2,441.524562148006
subject2,471.01591971425023
subject2,448.6387951445737
subject2,419.67497288798995
subject2,409.6017923348438
subject2,489.10942224111704
subject2,458.61858563234216
subject2,459.7841642831225
subject2,451.90513132528076
subject2,468.9556916355403
subject2,450.5868155781542
subject2,448.1391246737028
subject2,493.35298143420016
subject2,473.85324971236764
subject2,488.20042917566343
subject2,497.32893425680226
subject2,478.2006150481537
subject2,443.10587416565846
subject2,455.54009232292964
subject2,450.92054314041553
subject2,480.81403776016487
subject2,442.817092783378
subject2,494.40928590028267
subject2,469.2369839271564
subject2,451.6873559196514
subject2,445.56546902888044
subject2,450.87083161555927
subject2,448.54210039503323
subject2,427.4394989856572
subject2,458.39738920915727
subject2,444.8736042789631
subject2,409.151988445305
subject2,495.25749878912717
subject2,441.4357042413758
subject2,482.6286190676681
subject2,426.80928168283174
subject2,455.31262240423086
subject2,477.091538066465
subject2,476.26072677865005
subject2,499.32439815055636
subject2,434.843598207529
subject2,460.88095231157183
subject2,468.3973437262804
subject2,457.6411071941974
subject2,440.76063230276657
subject2,422.418868370871
subject2,482.2908705906683
subject2,445.8845623521547
subject2,460.878747976482
subject2,458.2735392628222
subject2,444.08478218612186
subject2,410.6454475535674
subject2,462.25534708529005
subject2,428.9435630354311
subject2,432.7019167562751
subject2,406.469809176615
subject2,446.8366311774563
subject2,470.08733959360904
subject2,495.87360401297195
subject2,457.65717442983134
subject2,509.7930259159368
subject2,522.1447697381251
subject2,460.9761519287826
subject2,431.1293448614244
subject2,465.82298415962345
subject2,459.59086290772603
subject2,465.84645534733306
subject2,451.0222620542671
subject2,474.3826207986677
subject2,510.1443170043766
subject2,483.6365549201614
subject2,477.6241782282725
subject2,479.1592952403956
subject2,447.32511527870764
subject2,429.75122047381933
subject2,484.6300833931806
subject2,435.07427906160933
subject2,437.2980731962272
subject2,422.46270506195054
subject2,459.7086527655228
subject2,464.3864877739795
subject2,423.8070968099167
subject2,464.4236213900212
subject2,482.4582814559918
subject2,467.37643966292876
subject2,467.5213921688947
subject2,494.45782151796845
subject2,481.3927639290628
subject2,473.5882995282619
subject2,476.4094456180289
subject2,464.5424622999466
subject2,461.3054691812344
subject2,513.782980494478
subject2,483.91965045419965
subject2,445.5022533236079
subject2,488.58530967070317
subject2,473.70982061770326
subject2,420.9721695601286
subject2,479.7046213425743
subject2,419.3400533851164
subject2,447.37630879202715
subject2,459.7239124191481
subject2,439.60800705482063
subject2,446.03259428721714
subject2,477.1471925369052
subject2,479.156687282463
subject2,457.5446972189795
subject2,462.68967094917895
subject2,472.23779724351357
subject2,436.7361496184276
subject2,480.32100602331695
subject2,500.4304134284586
subject2,492.4040123758927
subject2,455.6559793678478
subject2,457.49544586655423
subject2,416.3367318812184
subject2,450.9849816161689
subject2,513.6613679853563
subject2,489.76679443731643
subject2,471.48212752297735
subject2,486.99152488246403
subject2,423.6533019177253
subject2,488.0083585244939
subject2,453.6472719521837
subject2,401.01197235167143
subject2,451.2328371090398
subject2,465.34870821406696
subject2,469.5222477623484
subject2,444.9085183125189
subject2,448.5726979023485
subject2,459.7110519714079
subject3,609.7175177872479
subject3,541.3795569323887
subject3,557.0663410833567
subject3,582.2572237267389
subject3,565.9907145991282
subject3,555.5498103929459
subject3,501.91866693008035
subject3,556.739397759715
subject3,569.2342077364996
subject3,573.5800104375302
subject3,558.4442474394036
subject3,563.9173611805686
subject3,588.2395484757966
subject3,507.91564073219627
subject3,559.5966639585683
subject3,586.0703791510545
subject3,559.1619818813502
subject3,578.2181784143212
subject3,539.7113004541113
subject3,586.246468359917
subject3,585.779641395307
subject3,577.5877612458814
subject3,601.6894219301971
subject3,611.0568151112763
subject3,562.642445296976
subject3,554.8506387569313
subject3,568.568057920443
subject3,554.3565003835164
subject3,542.0048881045092
subject3,552.1630456539127
subject3,569.7170331321071
subject3,547.2795731879406
subject3,536.1972038008771
subject3,582.5022168191174
subject3,599.5623163528165
subject3,580.9036625902149
subject3,560.5971763368083
subject3,531.1437847911582
subject3,562.5675718075518
subject3,600.0029424228719
subject3,565.6109055612576
subject3,590.0753836714885
subject3,585.0442132210441
subject3,574.8833606107802
subject3,530.0320131959182
subject3,549.3347685636478
subject3,605.7119574950675
subject3,557.1479558148528
subject3,539.4645214355146
subject3,546.7898949196849
subject3,559.170063047479
subject3,590.63916422568
subject3,580.3880133103434
subject3,556.4928185027533
subject3,611.287953656999
subject3,622.3703914615845
subject3,589.3727521062615
subject3,520.5169933797938
subject3,564.0191994986186
subject3,572.2767897623222
subject3,546.4425939497277
subject3,516.4602325729733
subject3,554.9181546936973
subject3,548.9520342030511
subject3,598.0725219048705
subject3,528.7851839804645
subject3,543.0589076633739
subject3,601.9298314915427
subject3,539.2760075018492
subject3,563.7898397954432
subject3,551.9943581372355
subject3,587.5677518574464
subject3,576.0533329512391
subject3,540.5113832568227
subject3,551.9148227948953
subject3,575.2574662664147
subject3,576.8664782488835
subject3,540.9967506643969
subject3,564.1488974639807
subject3,569.2164626029502
subject3,594.4088278647517
subject3,552.1006526645461
subject3,542.3318176906215
subject3,564.2268384259972
subject3,575.0409053487806
subject3,534.4712513209331
subject3,588.2122932780967
subject3,570.0463973529202
subject3,570.0964971492238
subject3,550.8561842074583
subject3,569.1587195364331
subject3,539.779645828411
subject3,561.4463448439517
subject3,595.5164891216851
subject3,539.9162720640219
subject3,550.6831355647319
subject3,585.9998203828673
subject3,561.2500753614978
subject3,559.9393651624465
subject3,591.3020426632507
subject3,569.4954524410007
subject3,557.8607062490578
subject3,534.2380127619234
subject3,576.7531062445087
subject3,568.7235106811409
subject3,565.9033476465886
subject3,572.0651558091778
subject3,541.3461379350673
subject3,554.1443664803315
subject3,613.2969088249537
subject3,547.5798538680494
subject3,562.1977448311707
subject3,542.0973899935929
subject3,522.5344775747353
subject3,566.6295875307701
subject3,577.5025810552951
subject3,569.1299697211044
subject3,558.6353756267731
subject3,526.54620611786
subject3,584.2970790407142
subject3,556.2582567258298
subject3,518.1020418811357
subject3,575.8144367456374
subject3,552.3974595783367
subject3,569.5151606589911
subject3,541.0344318128152
subject3,580.7890864361849
subject3,586.0293667507391
subject3,575.1364313871959
subject3,542.6701046412855
subject3,576.7761610116
subject3,584.7410292360807
subject3,558.0073058059751
subject3,560.9719910701119
subject3,560.279103823546
subject3,575.7374678198939
subject3,574.3600765049647
subject3,556.0124002812415
subject3,558.5991791729222
subject3,569.1800394267783
subject3,568.6401621053382
subject3,557.0733178647047
subject3,553.6341564052767
subject3,533.8825987621065
subject3,598.2352708127706
subject3,569.2203270368093
subject3,567.095346878087
subject3,545.4864166040253
subject3,544.8451294833138
subject3,616.0552552312967
subject3,531.1549152781041
subject3,521.9883023227467
subject3,528.3794103900586
subject3,580.3156043244336
subject3,539.8730299828788
subject3,585.4641927963692
subject3,581.9059936886705
subject3,567.4852676624537
subject3,546.2815732170382
subject3,527.7074053159095
subject3,579.8567222815805
subject3,541.6666666109189
subject3,581.8812925977337
subject3,546.4681413078948
subject3,582.4113479315955
subject3,581.5832172257531
subject3,563.7981141639899
subject3,632.2919955216482
subject3,586.5719974882228
subject3,541.6684192376451
subject3,604.0415619319205
subject3,570.3372057028837
subject3,567.2441321170896
subject3,562.4719938551998
subject3,605.9589530985897
subject3,556.9948811759979
subject3,563.0068143935054
subject3,537.6873128342131
subject3,566.9440942980405
subject3,574.4671827580195
subject3,578.5278638977176
subject3,561.8374334999713
subject3,537.2460673192393
subject3,577.9526047962386
subject3,560.7489921757431
subject3,576.9771923654373
subject3,529.8890921327879
subject3,577.3627334816092
subject3,611.9155062083553
subject3,581.5846450423181
subject3,595.1979455776919
subject3,551.3307882109973
subject3,569.9283743002155
subject3,590.6861886186705
subject3,541.526888126654
subject3,527.954585185235
subject3,563.3460243381625
subject3,511.2430489319674
subject3,567.1279364506055
subject3,545.9305872706767
subject3,593.0541357745152
subject3,543.2827392464153
subject3,630.1624660514881
subject3,584.7257720551843
subject3,593.9688561634529
subject3,564.822454357724
subject3,603.0767527509745
subject3,545.1342624615364
subject3,601.7495678774893
subject3,550.6254973884702
subject3,576.0278472623213
subject3,564.3869537640368
subject3,560.3889617198804
subject3,580.3047820933723
subject3,582.8145950972462
subject3,578.7683755664473
subject3,591.7003192524329
subject3,531.7838103295406
subject3,567.899886510601
subject3,570.1977005389356
subject3,559.3665701521236
subject3,606.8564363034047
subject3,523.8839691602293
subject3,560.0667153421774
subject3,587.8338624863986
subject3,593.9490643885758
subject3,585.5864824586562
subject3,542.1149555992437
subject3,587.9709576953214
subject3,594.6448301333656
subject3,585.5253395360784
subject3,591.5673414144533
subject3,563.2086925134431
subject3,589.9102753239663
subject3,571.0632455882688
subject3,587.1886790787331
subject3,587.3837574121055
subject3,524.8009079218655
subject3,577.1620072762702
subject3,560.2456009316932
subject3,588.6922068998741
subject3,567.6720986538983
subject3,556.0106897500784
subject3,582.3564682626013
subject3,590.467698146698
subject3,596.0679685772628
subject3,608.0616638884495
subject3,595.1768101548182
subject3,576.5944409465717
subject3,567.6996018230182
subject4,505.7677858059042
subject4,509.83097871083964
subject4,493.96415749489876
subject4,465.39194261081184
subject4,516.1938903658775
subject4,508.41406615150817
subject4,457.29063782404995
subject4,513.5521265817146
subject4,530.2394315364892
subject4,483.2562548553935
subject4,508.77158448561136
subject4,533.493002522503
subject4,471.97176827196506
subject4,515.1671965543429
subject4,495.0864794476979
subject4,507.0514059354031
subject4,525.0882046988244
subject4,511.7558769684994
subject4,474.1088033049072
subject4,514.9792539863439
subject4,527.484391335961
subject4,508.58177837878713
subject4,504.62383085490404
subject4,509.82801789707025
subject4,513.689743083439
subject4,473.02637644489437
subject4,513.0089531890369
subject4,523.8560711365143
subject4,510.07527474657593
subject4,523.4075408304926
subject4,496.2937625460485
subject4,501.1792237411128
subject4,495.8006962086057
subject4,508.31158306788717
subject4,473.97220944437777
subject4,476.40918623024214
subject4,502.07684602260315
subject4,554.0392700896597
subject4,522.903827902785
subject4,526.7131816005918
subject4,499.23114414160847
subject4,521.7402463631257
subject4,484.35106812605767
subject4,479.97648425583
subject4,525.6828580084451
subject4,552.0011807534994
subject4,548.8626893271366
subject4,499.379633210634
subject4,454.2159397680463
subject4,538.5842603461299
subject4,533.2103983717622
subject4,560.6847626613649
subject4,449.7491278971971
subject4,519.622168502521
subject4,547.1032692509445
subject4,542.2931773173959
subject4,514.7497565230419
subject4,499.23272641251805
subject4,525.5463341462608
subject4,468.1553803962313
subject4,517.2987945964527
subject4,533.6399539131838
subject4,550.4926099491323
subject4,488.0865842414195
subject4,459.850686394789
subject4,489.5935367641149
subject4,540.3168078143301
subject4,546.6025781718072
subject4,524.8318302005378
subject4,494.11714750366014
subject4,489.2026880292674
subject4,559.3241630791242
subject4,526.9267899170385
subject4,531.7401417537965
subject4,541.9100122247611
subject4,480.2365682978825
subject4,502.20208116505427
subject4,537.4321476257202
subject4,537.2529167916678
subject4,501.01368154676646
subject4,486.3643189478646
subject4,442.7581547342447
subject4,555.6079556794366
subject4,534.2448104670337
subject4,511.95941888001255
subject4,510.98955161658876
subject4,488.5863823141732
subject4,502.67039846110185
subject4,553.0381337147006
subject4,538.1659553625342
subject4,504.09870608664886
subject4,509.5796225953051
subject4,531.3080375558895
subject4,517.5139318541395
subject4,481.5704298124533
subject4,474.31397514257293
subject4,551.4106069286247
subject4,499.2976861136368
subject4,532.6400780542845
subject4,531.5725033671149
subject4,524.6229983422246
subject4,496.82963151770326
subject4,531.6724572310503
subject4,501.65418234702287
subject4,465.87040425960424
subject4,523.367018826597
subject4,512.6785645736884
subject4,464.504061333781
subject4,524.5552495382901
subject4,458.2076244095833
subject4,525.9064826245459
subject4,476.5474859021729
subject4,513.7684486746479
subject4,504.6210690841617
subject4,470.73650251527664
subject4,486.88118429991727
subject4,528.4755270050096
subject4,533.7067701037807
subject4,510.17217693142
subject4,526.7716414621641
subject4,466.2867409438985
subject4,522.4649464138373
subject4,504.4412419050701
subject4,530.6266276246726
subject4,541.8673212111504
subject4,534.1063789203068
subject4,469.9084424901677
subject4,537.19232610845
subject4,482.3721543382444
subject4,497.6765267385527
subject4,484.24069017535544
subject4,516.6131797744946
subject4,492.1467438407298
subject4,516.6875658174649
subject4,514.9793240469453
subject4,516.569229620512
subject4,480.7768876137948
subject4,520.6550817401749
subject4,502.5620432479632
subject4,526.5548802447029
subject4,505.9723597798452
subject4,543.3000289593704
subject4,524.4479479060109
subject4,525.7678964020341
subject4,508.4718316989433
subject4,452.5156264963043
subject4,526.2826571697012
subject4,473.74913522591766
subject4,487.78436651274075
subject4,499.12666471531617
subject4,491.0818943031616
subject4,515.8826726314611
subject4,516.3888203103237
subject4,493.3882069000323
subject4,499.8951934101106
subject4,448.9834634776555
subject4,518.3105099355323
subject4,517.4352015136795
subject4,511.5525747833226
subject4,511.52436388559056
subject4,501.5834436854163
subject4,534.8297266118819
subject4,509.07200835926034
subject4,500.3880688260598
subject4,500.59583910941797
subject4,511.28429677050264
subject4,496.8514539110218
subject4,458.7191978225985
subject4,559.7501716927654
subject4,473.5686830196331
subject4,510.33228887289187
subject4,497.11533266435214
subject4,556.0409867092521
subject4,533.1207604495746
subject4,511.6636042766114
subject4,437.8915317540312
subject4,468.97149429371837
subject4,488.89782797094847
subject4,543.6573141829427
subject4,546.1381922877815
subject4,535.9773581514294
subject4,505.1522732795929
subject4,512.5228340227031
subject4,556.3375750039072
subject4,528.1322557462228
subject4,489.74263118949904
subject4,519.6918094166556
subject4,501.38661285988957
subject4,508.1699687333906
subject4,537.0618496990838
subject4,513.4845319650157
subject4,564.6416754464865
subject4,493.5168109227939
subject4,512.1177120672075
subject4,536.1193720792359
subject4,485.80493531536877
subject4,517.6372160975268
subject4,474.88518934630434
subject4,501.054046755663
subject4,512.7731663498772
subject4,499.87934227895687
subject4,491.3072982847914
subject4,510.392164520025
subject4,445.5977934460881
subject4,504.3505190789981
subject4,542.4250300114112
subject4,480.3304976494023
subject4,493.93823616838677
subject4,530.6760497478755
subject4,478.28638343790044
subject4,513.5942172548064
subject4,527.131830660794
subject4,468.14326994307
subject4,524.5868700111398
subject4,504.6722625913374
subject4,503.6024606896426
subject4,562.9695596227583
subject4,486.22919697900653
subject4,515.78998773252
subject4,513.6110504991856
subject4,457.55927198056713
subject4,531.2951016827243
subject4,543.5018420276094
subject4,526.8800716391377
subject4,515.8134851556352
subject4,531.6340252751748
subject4,498.92040963395925
subject4,520.8706173888404
subject4,510.2277405540269
subject4,522.0347140544401
subject4,488.2662766322808
subject4,518.3967789244655
subject4,505.9753872689625
subject4,493.53832961048164
subject4,496.5410381707849
subject4,468.080456776863
subject4,505.2762684991644
subject4,531.5270021660369
subject4,523.5433131100572
subject4,501.41141673424914
subject4,522.2303126563122
subject4,536.2650275834857
subject4,532.7713117494043
subject4,532.2305252477661
subject4,566.0042673222217
subject4,531.2376645172783
subject4,507.835523843168
subject4,474.88872872140445
subject4,506.9827527258131
subject4,505.5982411502499
subject5,508.4365702188206
subject5,508.095758451871
subject5,511.6855322313895
subject5,477.5927932535742
subject5,490.0272850394865
subject5,501.7516213316289
subject5,498.8144808691023
subject5,520.3817340801803
subject5,504.5370906514331
subject5,512.370359513603
subject5,520.6237306046161
subject5,494.368368890935
subject5,538.6213014622256
subject5,530.659772520937
subject5,501.6077666856301
subject5,517.7573097018079
subject5,475.0700680986445
subject5,498.95544410943813
subject5,524.1645401658802
subject5,489.93411693211385
subject5,527.7015802528292
subject5,528.4821729816924
subject5,469.99607478860787
subject5,490.05436209559866
subject5,511.93504829513836
subject5,515.8505734451152
subject5,512.3295195728049
subject5,539.7430288387742
subject5,546.4351986999426
subject5,457.31170399541685
subject5,477.78388222886605
subject5,527.6111119688215
subject5,486.83654672683406
subject5,535.0153936378114
subject5,481.3187819432304
subject5,506.12884314558556
subject5,492.4720273461852
subject5,484.38651444776434
subject5,510.4600947642017
subject5,549.18309963848
subject5,533.6522731555738
subject5,484.69804509670627
subject5,469.03811866950235
subject5,511.92053468193245
subject5,501.66870495460415
subject5,488.95910578762164
subject5,518.8115762723626
subject5,547.8102571142048
subject5,505.4339510877386
subject5,472.97957886063455
subject5,527.2095737247249
subject5,497.044497585037
subject5,509.508633133328
subject5,519.2706917293083
subject5,494.46947575415516
subject5,480.1580309957981
subject5,525.4278399141988
subject5,521.94448963146294
subject5,495.197598347753
subject5,531.1129427151966
subject5,487.64608466267003
subject5,546.3958467946918
subject5,477.7194408872975
subject5,529.4795529937161
subject5,491.4730104099273
subject5,542.6371265901703
subject5,489.4448307782511
subject5,483.2248254153807
subject5,497.6290034861003
subject5,488.13465376591734
subject5,537.0360678492452
subject5,503.78139168017486
subject5,518.8484559777698
subject5,480.810888927457
subject5,507.2834012666112
subject5,514.7397851162941
subject5,474.68172276037325
subject5,509.2932168455418
subject5,543.5218272034272
subject5,504.0542108523279
subject5,513.0603374331184
subject5,519.028561922438
subject5,494.3843889166159
subject5,570.3420478934926
subject5,481.87349091926853
subject5,485.44973365458145
subject5,502.61644373754746
subject5,523.5162744516879
subject5,495.4809849878142
subject5,509.0861133657915
subject5,549.3801701401206
subject5,477.86472674693437
subject5,494.7438507655829
subject5,513.2576977651972
subject5,506.1185621070762
subject5,494.1919583649726
subject5,486.6187649517593
subject5,432.8023534841917
subject5,526.8242351206065
subject5,544.4191461202396
subject5,504.45158923961264
subject5,499.278911290478
subject5,519.2064256747643
subject5,474.26911476433764
subject5,528.1763682210116
subject5,488.0321606800826
subject5,528.7019224111964
subject5,515.0940420280257
subject5,489.35190005167027
subject5,464.66055444288236
subject5,457.8393473552535
subject5,481.36635280367807
subject5,498.5533245663207
subject5,485.1031439449564
subject5,536.3754730003016
subject5,508.13276499837593
subject5,481.13375617250216
subject5,482.31999102135927
subject5,495.00944705832336
subject5,520.404805128927
subject5,490.55423583195324
subject5,494.62950587023204
subject5,479.26690600102904
subject5,542.7866732467639
subject5,482.23706841486114
subject5,527.9285260421601
subject5,528.1005059154809
subject5,444.1770917678668
subject5,479.5871263878835
subject5,479.00735272768696
subject5,509.3296156109369
subject5,494.12651481425263
subject5,480.78478423661016
subject5,498.0262994936003
subject5,502.38617531390935
subject5,503.3767126387742
subject5,514.5178578890409
subject5,519.2895815715223
subject5,509.24053957066224
subject5,512.2464543943421
subject5,519.1156025026067
subject5,484.97735494627506
subject5,516.6808033396926
subject5,515.3095008020946
subject5,459.21594968449506
subject5,514.7342089565115
subject5,547.6521813796415
subject5,485.81997717339823
subject5,509.65227974249177
subject5,470.9761637681441
subject5,465.17597667357524
subject5,472.4963023817629
subject5,525.4143689386636
subject5,536.5063904482722
subject5,502.97547850089245
subject5,512.4537488027516
subject5,563.1519643897136
subject5,462.45585828885675
subject5,490.5586174064875
subject5,512.9096032068804
subject5,548.2003843255264
subject5,476.54595443416457
subject5,549.2027937861952
subject5,521.9442929182786
subject5,518.0260394001317
subject5,491.6793244448285
subject5,515.2401660858231
subject5,517.2989218791943
subject5,501.23855960561264
subject5,487.36019422037805
subject5,472.98524868134416
